ts,elapsed,gpu_core,gpu_util,gpu_power,gpu_clock,gpu_vram,cpu_tctl,cpu_ccd1,pump_rpm,rad_rpm,rad_duty,f1_duty,f2_duty,f3_duty,f1_rpm,f2_rpm,f3_rpm
1787464000,194.3,67.0,93.0,441.16,2797.0,72.0,64.00000762939453,61.875003814697266,2166.93408203125,1781.002685546875,50.98039245605469,77,89,84,1796,1801,1652
1787464002,195.8,67.0,96.0,432.58,2797.0,72.0,64.00000762939453,61.875003814697266,2166.93408203125,1781.002685546875,50.98039245605469,77,89,84,1807,1807,1662
1787464003,197.3,68.0,96.0,429.21,2797.0,72.0,63.75000762939453,63.875003814697266,2166.93408203125,1762.402099609375,50.98039245605469,77,89,84,1807,1801,1652
1787464005,198.8,67.0,96.0,424.22,2797.0,72.0,63.75000762939453,63.875003814697266,2166.93408203125,1762.402099609375,50.98039245605469,77,89,84,1807,1807,1652
1787464006,200.3,67.0,97.0,427.82,2790.0,72.0,63.50000762939453,57.750003814697266,2166.93408203125,1757.8125,50.98039245605469,77,89,84,1812,1801,1652
1787464008,201.8,67.0,96.0,425.71,2805.0,72.0,63.50000762939453,57.750003814697266,2166.93408203125,1757.8125,50.98039245605469,77,89,84,1812,1801,1652
1787464009,203.3,67.0,94.0,436.14,2790.0,72.0,64.37500762939453,59.125003814697266,2166.93408203125,1762.402099609375,50.98039245605469,77,89,84,1801,1796,1662
1787464011,204.8,67.0,92.0,426.61,2797.0,72.0,64.37500762939453,59.125003814697266,2166.93408203125,1762.402099609375,50.98039245605469,77,89,84,1796,1796,1657
1787464012,206.3,67.0,93.0,433.45,2797.0,72.0,63.37500762939453,67.75,2163.46142578125,1755.526611328125,50.98039245605469,77,89,84,1823,1801,1652
1787464014,207.8,67.0,96.0,435.27,2797.0,72.0,63.37500762939453,67.75,2163.46142578125,1755.526611328125,50.98039245605469,77,89,84,1801,1801,1662
1787464015,209.3,67.0,90.0,431.36,2797.0,72.0,63.12500762939453,60.500003814697266,2163.46142578125,1764.7059326171875,50.98039245605469,77,89,84,1807,1801,1652
1787464017,210.8,67.0,97.0,422.77,2797.0,72.0,63.00000762939453,61.375003814697266,2163.46142578125,1741.9354248046875,50.98039245605469,77,89,84,1812,1801,1648
1787464018,212.3,67.0,95.0,426.89,2797.0,70.0,64.50000762939453,61.375003814697266,2160.0,1757.8125,50.98039245605469,77,89,84,1807,1796,1657
1787464020,213.8,66.0,94.0,425.39,2797.0,72.0,64.37500762939453,61.375003814697266,2160.0,1757.8125,50.98039245605469,77,89,84,1801,1791,1657
1787464021,215.3,67.0,92.0,422.65,2797.0,70.0,65.00000762939453,65.0,2163.46142578125,1762.402099609375,50.98039245605469,77,84,84,1823,1796,1662
1787464023,216.8,67.0,93.0,431.41,2797.0,70.0,65.25000762939453,65.0,2170.41796875,1762.402099609375,50.98039245605469,77,84,84,1801,1739,1662
1787464024,218.3,67.0,92.0,434.74,2797.0,70.0,64.25000762939453,56.875003814697266,2163.46142578125,1760.104248046875,50.98039245605469,77,84,84,1812,1709,1652
1787464026,219.8,67.0,94.0,425.26,2797.0,70.0,64.12500762939453,58.375003814697266,2163.46142578125,1760.104248046875,50.98039245605469,77,84,84,1796,1704,1662
1787464027,221.3,67.0,93.0,419.16,2805.0,70.0,63.37500762939453,60.750003814697266,2173.9130859375,1776.3157958984375,50.98039245605469,77,84,84,1818,1704,1648
1787464029,222.8,67.0,92.0,417.77,2797.0,70.0,64.00000762939453,66.375,2163.46142578125,1760.104248046875,50.98039245605469,77,84,84,1812,1699,1652
1787464030,224.3,67.0,96.0,429.8,2790.0,72.0,63.37500762939453,59.375003814697266,2170.41796875,1760.104248046875,50.98039245605469,77,84,84,1812,1704,1657
1787464032,225.8,67.0,97.0,434.22,2797.0,72.0,63.12500762939453,62.250003814697266,2170.41796875,1778.6561279296875,50.98039245605469,77,84,84,1801,1704,1652
